City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
289,santa vitoria do palmar,-33.5189,-53.3681,25.87,51,0,6.32,BR,1673118811
290,pokrovskoye,47.4157,38.8971,-8.94,52,7,3.54,RU,1673118812
291,iquique,-20.2208,-70.1431,23.02,65,33,4.2,CL,1673118744
292,ongole,15.5,80.05,22.65,82,0,1.28,IN,1673118813
293,hambantota,6.1241,81.1185,24.58,81,74,6.11,LK,1673118814
294,buchanan,5.8808,-10.0467,26.49,79,9,4.2,LR,1673118814
295,marsh harbour,26.5412,-77.0636,21.79,61,0,4.58,BS,1673118814
296,sioux lookout,50.1001,-91.917,-5.38,85,24,4.19,CA,1673118815
297,poznan,52.4069,16.9299,7.29,98,20,3.09,PL,1673118815
298,kalmunai,7.4167,81.8167,24.17,87,97,3.71,LK,1673118816
299,polovinnoye,54.7914,65.9864,-22.88,92,100,3.85,RU,1673118816
300,mwene-ditu,-7.0,23.45,18.69,94,100,0.88,CD,1673118817
301,manitouwadge,49.1215,-85.8403,-10.52,83,17,2.5,CA,1673118817
302,chagoda,59.164,35.3285,-17.09,99,83,2.22,RU,1673118818
303,beyneu,45.3167,55.2,-6.99,72,100,11.22,KZ,1673118819
304,tateyama,34.9833,139.8667,8.14,67,0,3.81,JP,1673118819
305,novikovo,51.1537,37.8879,-16.46,90,7,1.99,RU,1673118820
306,tahta,26.7693,31.5021,14.7,48,100,2.8,EG,1673118820
307,upernavik,72.7868,-56.1549,-26.05,88,34,4.29,GL,1673118821
308,faya,18.3851,42.4509,11.29,79,1,1.96,SA,1673118821
309,el pueblito,20.5333,-100.45,22.58,20,0,2.01,MX,1673118821
310,victoria,22.2855,114.1577,19.1,63,100,4.47,HK,1673118789
311,pozo colorado,-23.4923,-58.7972,33.32,32,54,4.05,PY,1673118822
312,great yarmouth,52.6083,1.7305,9.67,80,100,10.2,GB,1673118823
313,nanortalik,60.1432,-45.2371,-4.64,80,78,2.9,GL,1673118823
314,besleney,44.2405,41.7387,-6.72,80,100,1.58,RU,1673118823
315,benghazi,32.1167,20.0667,16.77,63,99,5.29,LY,1673118819
316,young,-32.6833,-57.6333,36.9,12,1,5.36,UY,1673118824
317,guadalupe y calvo,26.1,-106.9667,16.61,18,0,4.61,MX,1673118825
318,khandyga,62.6667,135.6,-47.43,100,66,0.62,RU,1673118825
319,brae,60.3964,-1.353,8.54,93,100,8.01,GB,1673118826
320,christchurch,-43.5333,172.6333,14.67,78,100,0.51,NZ,1673118577
321,goderich,43.7501,-81.7165,-1.16,62,11,6.4,CA,1673118827
322,matagami,49.7502,-77.6328,-15.46,88,100,2.31,CA,1673118827
323,port hedland,-20.3167,118.5667,27.03,89,100,6.17,AU,1673118827
324,utinga,-5.8172,-35.3954,29.47,70,40,7.72,BR,1673118828
325,san alberto,7.7611,-73.3922,30.17,68,44,1.88,CO,1673118828
326,blyznyuky,48.8578,36.5551,-10.04,50,7,2.83,UA,1673118829
327,khani,41.9563,42.9566,-1.24,99,99,1.73,GE,1673118829
328,kanniyakumari,8.0833,77.5667,25.75,71,3,9.12,IN,1673118830
329,baykit,61.67,96.37,-28.73,100,94,0.58,RU,1673118830
330,chunskiy,56.0815,99.6342,-24.39,100,88,1.13,RU,1673118831
331,leningradskiy,69.3833,178.4167,-25.36,97,98,2.12,RU,1673118831
332,bend,44.0582,-121.3153,6.92,62,75,7.72,US,1673118832
333,kaa-khem,51.6833,94.7333,-13.06,98,100,0.73,RU,1673118832
334,magadan,59.5667,150.8,-21.93,81,100,2.17,RU,1673118833
335,mandapam,9.2833,79.1167,26.53,75,14,9.61,IN,1673118833
336,linden,6.0,-58.3,25.51,94,100,2.26,GY,1673118833
337,yarada,17.65,83.2667,17.18,100,0,1.03,IN,1673118834
338,methven,-43.6333,171.65,9.95,77,10,1.29,NZ,1673118834
339,mabaruma,8.2,-59.7833,25.55,90,99,2.84,GY,1673118835
340,santa rosa,14.3122,121.1114,23.99,89,98,5.6,PH,1673118721
341,pisco,-13.7,-76.2167,22.23,78,40,4.63,PE,1673118835
342,koygorodok,60.445,50.9968,-22.3,99,100,1.92,RU,1673118836
343,luganville,-15.5333,167.1667,25.69,86,100,2.7,VU,1673118836
344,geraldton,-28.7667,114.6,18.23,82,40,5.14,AU,1673118837
345,roura,4.7263,-52.3274,23.95,94,100,2.57,GF,1673118838
346,xichang,27.8964,102.2634,6.75,77,3,0.79,CN,1673118697
347,kununurra,-15.7667,128.7333,25.99,89,40,2.57,AU,1673118838
348,aberdeen,57.1437,-2.0981,7.33,85,58,10.8,GB,1673118839
349,skelleftea,64.7507,20.9528,-5.8,100,100,3.6,SE,1673118839
350,roald,62.5833,6.1333,10.51,70,0,8.23,NO,1673118840
351,hualmay,-11.0964,-77.6139,23.65,67,12,4.34,PE,1673118840
352,beboto,8.2668,16.939,26.03,21,90,2.02,TD,1673118840
353,port blair,11.6667,92.75,24.02,88,40,1.03,IN,1673118824
354,hamilton,39.1834,-84.5333,6.44,66,0,2.57,US,1673118701
355,puerto maldonado,-12.6,-69.1833,34.22,59,40,1.03,PE,1673118842
356,provideniya,64.3833,-173.3,-18.22,95,47,4.07,RU,1673118842
357,stromness,58.965,-3.296,6.98,87,54,6.71,GB,1673118843
358,berezovyy,51.6667,135.7,-23.67,98,100,0.55,RU,1673118845
359,nacala,-14.5428,40.6728,26.54,83,28,3.56,MZ,1673118845
360,kalmar,56.6616,16.3616,4.96,99,100,6.17,SE,1673118718
361,ambanja,-13.6833,48.45,24.29,89,100,1.05,MG,1673118847
362,cayenne,4.9333,-52.3333,24.02,94,100,2.57,GF,1673118848
363,pathein,16.7833,94.7333,21.03,91,2,2.24,MM,1673118848
364,thurso,58.5927,-3.5259,8.14,85,100,5.64,GB,1673118849
365,prince rupert,54.3161,-130.3201,4.96,93,100,4.99,CA,1673118682
366,srandakan,-7.9386,110.2506,24.49,86,49,2.14,ID,1673118850
367,tiznit,29.5833,-9.5,14.66,46,0,1.57,MA,1673118852
368,broadstairs,51.3591,1.4394,9.88,82,91,4.47,GB,1673118853
369,bambous virieux,-20.3428,57.7575,26.23,78,40,3.09,MU,1673118853
370,bagdarin,54.4333,113.6,-21.51,93,40,1.98,RU,1673118854
371,soledade,-28.8183,-52.5103,29.5,21,0,3.22,BR,1673118855
372,lorengau,-2.0226,147.2712,26.89,79,99,2.32,PG,1673118855
373,saint anthony,45.0205,-93.218,-3.98,76,0,1.54,US,1673118856
374,san ignacio,17.1561,-89.0714,24.76,84,49,1.9,BZ,1673118856
375,bograd,54.2344,90.8328,-9.14,91,95,2.14,RU,1673118857
376,bilibino,68.0546,166.4372,-24.34,99,100,0.32,RU,1673118857
377,muroto,33.2833,134.15,9.14,57,3,4.35,JP,1673118858
378,pevek,69.7008,170.3133,-23.66,96,100,1.41,RU,1673118859
379,gilbues,-9.8317,-45.3439,28.18,58,100,0.5,BR,1673118860
380,uray,60.1247,64.7758,-22.37,97,100,6.79,RU,1673118860
381,fort nelson,58.8053,-122.7002,-17.25,85,79,0.78,CA,1673118861
382,shache,38.4167,77.2406,-2.09,38,77,1.75,CN,1673118862
383,olafsvik,64.8945,-23.7142,2.19,84,100,14.44,IS,1673118862
384,kavaratti,10.5669,72.642,27.3,64,5,2.54,IN,1673118863
385,kaitong,44.8135,123.15,-9.04,61,100,3.26,CN,1673118864
386,sterling,39.0062,-77.4286,10.19,45,75,4.63,US,1673118865
387,pangody,65.85,74.4859,-40.13,91,13,3.5,RU,1673118866
388,gerede,40.8008,32.1969,-1.2,84,89,0.91,TR,1673118867
389,porto de moz,-1.7483,-52.2383,30.23,57,100,1.28,BR,1673118867
390,marshfield,44.6689,-90.1718,-5.75,86,100,0.0,US,1673118868
391,savannah bight,16.45,-85.85,25.59,74,14,3.11,HN,1673118869
392,gambela,8.25,34.5833,30.1,31,78,1.15,ET,1673118869
393,henties bay,-22.116,14.2845,17.66,85,6,0.5,NA,1673118870
394,boa vista,2.8197,-60.6733,28.99,61,75,1.54,BR,1673118599
395,port moresby,-9.4431,147.1797,24.68,94,100,1.54,PG,1673118870
396,havelock,34.8791,-76.9013,12.75,53,99,0.45,US,1673118871
397,nabire,-3.3667,135.4833,24.36,89,99,1.53,ID,1673118871
398,islamkot,24.6997,70.177,18.64,41,0,3.44,PK,1673118872
399,pandamatenga,-18.5278,25.627,20.03,88,100,3.02,BW,1673118681
400,sao joao del rei,-21.1356,-44.2617,16.98,98,100,1.88,BR,1673118872
401,garwa,24.1833,83.8167,7.22,35,0,2.14,IN,1673118873
402,mahanje,-9.9333,35.3333,18.65,96,100,1.46,TZ,1673118873
403,salto de agua,17.6167,-92.3667,28.42,61,0,3.75,MX,1673118874
404,kutum,14.2,24.6667,16.47,21,1,2.65,SD,1673118874
405,alice springs,-23.7,133.8833,16.75,94,75,2.57,AU,1673118875
406,codrington,-38.2667,141.9667,17.36,53,0,3.38,AU,1673118875
407,panshi,42.9422,126.0561,-14.28,96,100,1.43,CN,1673118876
408,santa cruz,-17.8,-63.1667,34.03,38,40,4.12,BO,1673118876
409,calhoun,42.2506,-85.0005,0.08,58,100,2.06,US,1673118876
410,gold coast,-28.0,153.4333,21.11,81,100,5.14,AU,1673118647
411,quatre cocos,-20.2078,57.7625,26.16,77,25,5.75,MU,1673118877
412,pedernales,18.0384,-71.744,28.23,56,5,2.74,DO,1673118878
413,geilo,60.5333,8.2076,-0.72,97,100,2.18,NO,1673118878
414,taltal,-25.4,-70.4833,22.96,60,22,3.48,CL,1673118878
415,ornskoldsvik,63.2909,18.7153,-1.47,100,100,9.77,SE,1673118879
416,moree,-29.4667,149.85,20.25,65,0,2.94,AU,1673118879
417,atambua,-9.1061,124.8925,23.01,89,100,0.75,ID,1673118880
418,kushiro,42.975,144.3747,-5.65,77,74,2.28,JP,1673118880
419,gravdal,68.1214,13.5031,-2.39,65,69,9.81,NO,1673118881
420,lalmohan,22.3384,90.7419,16.84,66,0,3.66,BD,1673118881
421,taoudenni,22.6783,-3.9836,18.88,19,99,4.47,ML,1673118882
422,rio grande,-32.035,-52.0986,26.06,61,37,7.35,BR,1673118882
423,maebaru,33.55,130.2,3.82,64,4,1.88,JP,1673118883
424,ribeira brava,32.65,-17.0667,19.45,81,85,3.11,PT,1673118883
425,fairbanks,64.8378,-147.7164,-14.02,79,100,1.54,US,1673118883
426,hastings,50.8552,0.5729,9.95,84,62,13.07,GB,1673118658
427,rognan,67.0953,15.3878,-1.92,84,72,5.11,NO,1673118884
428,gao,16.6362,1.637,23.56,18,6,4.87,ML,1673118885
429,east london,-33.0153,27.9116,19.62,79,67,1.97,ZA,1673118885
430,port lincoln,-34.7333,135.8667,19.04,74,2,2.24,AU,1673118886
431,kavieng,-2.5744,150.7967,27.89,78,37,3.01,PG,1673118886
432,bereda,43.2686,-7.5406,11.34,96,100,3.54,ES,1673118887
433,sao joao da barra,-21.6403,-41.0511,25.05,95,100,5.97,BR,1673118887
434,palmer,42.1584,-72.3287,5.98,71,75,4.12,US,1673118888
435,srivilliputtur,9.5081,77.6336,22.58,77,2,2.19,IN,1673118888
436,pocoes,-14.5297,-40.3653,25.11,74,85,1.53,BR,1673118889
437,cabo san lucas,22.8909,-109.9124,27.01,58,0,2.06,MX,1673118889
438,antalaha,-14.9003,50.2788,24.4,86,66,2.73,MG,1673118890
439,maltahohe,-24.8333,16.9833,26.69,14,0,5.67,NA,1673118890
440,erzin,36.9559,36.2,9.91,66,0,1.96,TR,1673118891
441,mosquera,4.7059,-74.2302,15.05,77,40,2.57,CO,1673118892
442,vadso,70.0744,29.7487,-8.91,86,100,2.06,NO,1673118892
443,poquoson,37.1224,-76.3458,11.12,47,0,2.57,US,1673118595
444,belaya gora,68.5333,146.4167,-38.12,99,100,0.92,RU,1673118893
445,sept-iles,50.2001,-66.3821,-3.86,90,100,2.57,CA,1673118708
446,san rafael,-34.6177,-68.3301,35.71,16,83,9.83,AR,1673118893
447,winnemucca,40.973,-117.7357,3.03,65,100,2.06,US,1673118619
448,ketchikan,55.3422,-131.6461,7.99,87,100,8.75,US,1673118894
449,seoul,37.5683,126.9778,-3.31,62,17,0.7,KR,1673118721
450,altay,47.8667,88.1167,-6.7,86,67,2.59,CN,1673118895
451,yankton,42.8711,-97.3973,-5.86,58,0,0.0,US,1673118895
452,mahajanga,-15.7167,46.3167,27.01,83,20,2.06,MG,1673118761
453,soyo,-6.1349,12.3689,25.71,90,99,2.89,AO,1673118896
454,conakry,9.538,-13.6773,26.55,66,100,5.16,GN,1673118680
455,biltine,14.5333,20.9167,22.77,14,12,2.87,TD,1673118896
456,rocha,-34.4833,-54.3333,28.37,37,0,7.55,UY,1673118897
457,sola,-13.8833,167.55,27.76,73,100,5.48,VU,1673118897
458,curillo,1.0333,-75.9191,26.83,77,57,1.8,CO,1673118898
459,ingham,42.6,-84.3833,-0.43,78,100,2.06,US,1673118898
460,diofior,14.1833,-16.6667,29.32,25,100,3.06,SN,1673118899
461,nizwa,22.9333,57.5333,19.07,57,0,1.46,OM,1673118899
462,agua dulce,18.1333,-94.1333,23.88,72,10,2.3,MX,1673118900
463,qunduz,36.729,68.857,9.97,44,55,0.72,AF,1673118900
464,moscow,55.7522,37.6156,-19.9,93,8,2.08,RU,1673118823
465,bethanien,-26.502,17.1583,28.35,14,0,3.37,NA,1673118901
466,eirunepe,-6.6603,-69.8736,23.5,95,100,1.15,BR,1673118903
467,lagunas,-5.2269,-75.6753,28.18,62,99,1.93,PE,1673118904
468,verkhnyaya sinyachikha,57.976,61.6673,-24.14,93,100,5.02,RU,1673118905
469,deputatskiy,69.3,139.9,-33.46,96,100,0.92,RU,1673118906
470,baglung,28.2719,83.5898,10.18,24,0,2.81,NP,1673118907
471,longyearbyen,78.2186,15.6401,-2.09,64,75,5.14,SJ,1673118908
472,barcelos,41.5388,-8.6151,13.08,88,100,3.81,PT,1673118910
473,sinnamary,5.3833,-52.95,25.43,86,100,5.46,GF,1673118911
474,linhares,-19.3911,-40.0722,23.68,92,100,3.26,BR,1673118912
475,yarmouth,41.7057,-70.2286,7.2,76,75,3.6,US,1673118913
476,lumeje,-11.55,20.7833,20.4,82,44,2.18,AO,1673118914
477,bethel,41.3712,-73.414,6.95,68,100,1.79,US,1673118915
478,sorong,-0.8833,131.25,27.22,78,100,5.14,ID,1673118915
479,ucluelet,48.9329,-125.5528,9.49,88,100,5.15,CA,1673118916
480,bauta,22.9828,-82.5464,28.94,54,40,4.63,CU,1673118917
481,pemangkat,1.1667,108.9667,25.71,84,100,2.21,ID,1673118917
482,layou,13.2,-61.2667,24.66,89,75,3.09,VC,1673118919
483,bogo,11.0517,124.0055,24.58,79,100,4.74,PH,1673118919
484,vila velha,-20.3297,-40.2925,23.97,91,75,4.63,BR,1673118920
485,beringovskiy,63.05,179.3167,-17.91,95,100,6.78,RU,1673118921
486,kemise,10.7167,39.8667,18.27,67,16,0.07,ET,1673118922
487,srednekolymsk,67.45,153.6833,-39.5,97,100,3.38,RU,1673118923
488,dudinka,69.4058,86.1778,-35.84,97,100,2.64,RU,1673118924
489,esso,55.9333,158.7,-21.88,96,51,3.01,RU,1673118925
490,aswan,24.0934,32.907,16.73,30,11,4.13,EG,1673118926
491,copiapo,-27.3667,-70.3333,21.83,25,0,6.01,CL,1673118928
492,touros,-5.1989,-35.4608,28.03,68,49,6.86,BR,1673118929
493,meulaboh,4.1363,96.1285,23.96,87,100,1.24,ID,1673118930
494,surt,31.2089,16.5887,16.5,47,98,4.38,LY,1673118931
495,comodoro rivadavia,-45.8667,-67.5,28.92,24,0,8.23,AR,1673118932
496,kihei,20.785,-156.4656,24.01,64,0,1.54,US,1673118763
497,shu,43.5983,73.7614,2.02,83,100,2.95,KZ,1673118933
498,zeya,53.75,127.2667,-24.45,98,100,0.91,RU,1673118933
499,nalgonda,17.05,79.2667,18.95,40,0,3.72,IN,1673118934
500,tessalit,20.1986,1.0114,21.36,13,100,4.35,ML,1673118934
501,lumphat,13.4878,106.9816,18.86,84,100,1.21,KH,1673118935
502,nalut,30.3333,10.85,10.28,64,7,4.22,LY,1673118935
503,lima,-12.0432,-77.0282,21.14,68,20,5.14,PE,1673118823
504,medea,36.2642,2.7539,6.74,53,0,1.45,DZ,1673118936
505,le port,-20.9373,55.2919,26.0,85,10,3.25,RE,1673118936
506,faro,37.0194,-7.9322,17.88,77,75,6.69,PT,1673118937
507,sosnovo-ozerskoye,52.5249,111.5418,-20.89,98,67,3.96,RU,1673118937
508,adwa,14.1646,38.8955,19.27,54,96,1.37,ET,1673118938
509,sladkovo,55.5284,70.3385,-14.56,87,100,4.93,RU,1673118938
510,pochutla,15.7432,-96.4661,31.57,40,0,3.87,MX,1673118939
511,kannod,22.6667,76.7333,13.89,45,0,2.43,IN,1673118940
512,basoko,1.2391,23.616,25.4,43,82,1.19,CD,1673118940
513,alibag,18.6411,72.8792,26.04,70,0,3.15,IN,1673118941
514,kloulklubed,7.0419,134.2556,24.28,79,100,5.76,PW,1673118942
515,portland,45.5234,-122.6762,10.47,87,100,4.02,US,1673118798
516,sunel,24.3667,75.9667,13.55,41,0,1.86,IN,1673118942
517,mehamn,71.0357,27.8492,-11.03,73,50,8.75,NO,1673118943
518,zyryanka,65.75,150.85,-44.0,98,100,0.99,RU,1673118944
519,calama,-22.4667,-68.9333,25.27,15,0,9.26,CL,1673118930
520,khromtau,50.2503,58.4347,-12.98,95,100,10.08,KZ,1673118944
521,kawalu,-7.3817,108.2082,22.26,97,96,0.59,ID,1673118945
522,zhangye,38.9342,100.4517,-2.67,28,10,0.85,CN,1673118946
523,nioro,13.35,-15.75,30.79,14,100,2.9,GM,1673118947
524,ostrovnoy,68.0531,39.5131,-6.78,94,100,3.5,RU,1673118947
525,superior,46.7208,-92.1041,-3.47,89,100,3.09,US,1673118901
526,paita,-5.0892,-81.1144,23.71,69,52,6.85,PE,1673118948
527,saint-pierre,-21.3393,55.4781,25.82,65,31,2.06,RE,1673118949
528,mago,53.2514,140.1822,-26.65,99,100,0.44,RU,1673118949
529,machilipatnam,16.1667,81.1333,21.47,85,0,2.51,IN,1673118950
530,ferme-neuve,46.7001,-75.4493,-9.15,75,100,3.88,CA,1673118950
531,puerto narino,-3.7703,-70.3831,28.29,67,89,2.34,CO,1673118932
532,bundaberg,-24.85,152.35,20.68,95,24,0.45,AU,1673118951
533,londoko,49.0333,131.9833,-25.9,97,84,1.25,RU,1673118951
534,rio cuarto,-33.1307,-64.3499,35.87,20,0,6.17,AR,1673118952
535,suntar,62.1444,117.6319,-25.78,98,100,0.97,RU,1673118952
536,muscat,23.6139,58.5922,23.01,66,0,2.99,OM,1673118953
537,toamasina,-18.1667,49.3833,25.36,82,39,1.63,MG,1673118953
538,male,4.1748,73.5089,27.97,78,75,7.2,MV,1673118665
539,omsukchan,62.5333,155.8,-41.76,96,49,1.6,RU,1673118954
540,altamira,-3.2033,-52.2064,31.05,66,75,1.54,BR,1673118955
541,rio gallegos,-51.6226,-69.2181,20.03,40,75,4.63,AR,1673118955
542,ipilan,8.8431,117.9033,25.74,85,100,5.18,PH,1673118956
543,enshi,30.3,109.4833,7.45,71,0,0.22,CN,1673118956
544,mamlyutka,54.9375,68.5394,-17.93,89,100,4.16,KZ,1673118957
545,hay river,60.8156,-115.7999,-14.02,78,40,1.03,CA,1673118957
546,ormara,25.2088,64.6357,21.3,57,0,3.45,PK,1673118958
547,bukavu,-2.5083,28.8608,16.01,93,44,0.41,CD,1673118958
548,whitehorse,60.7161,-135.0538,-12.57,85,100,1.03,CA,1673118928
549,dodoma,-6.1722,35.7395,19.81,82,59,2.76,TZ,1673118959
550,kutoarjo,-7.7169,109.9128,23.81,91,87,0.86,ID,1673118960
551,labuan,5.2767,115.2417,25.2,94,20,1.54,MY,1673118960
552,pingliang,35.5392,106.6861,2.62,27,3,1.55,CN,1673118960
553,najran,17.4924,44.1277,16.55,64,0,1.71,SA,1673118878
554,zhicheng,30.2956,111.5047,11.02,49,0,0.91,CN,1673118961
555,bac lieu,9.285,105.7244,21.71,82,100,3.6,VN,1673118962
556,tanda,26.55,82.65,7.77,36,0,3.62,IN,1673118963
557,hofn,64.2539,-15.2082,0.69,76,100,9.78,IS,1673118964
558,anupshahr,28.3667,78.2667,8.47,42,19,3.3,IN,1673118964
559,faanui,-16.4833,-151.75,27.07,67,11,0.26,PF,1673118966
560,pyryatyn,50.2445,32.5107,-7.51,41,91,3.28,UA,1673118967
561,waingapu,-9.6567,120.2641,25.98,77,100,4.92,ID,1673118968
562,samarai,-10.6167,150.6667,27.66,78,100,2.12,PG,1673118969
563,jacksonville,30.3322,-81.6556,20.58,38,0,2.06,US,1673118929
564,katsuura,35.1333,140.3,6.89,73,3,3.59,JP,1673118971
565,mossendjo,-2.9506,12.7261,21.51,96,100,0.36,CG,1673118972
566,kardymovo,54.8902,32.4311,-15.99,91,59,1.54,RU,1673118972
567,los llanos de aridane,28.6585,-17.9182,16.18,75,20,3.6,ES,1673118973
568,eureka,40.8021,-124.1637,13.12,78,100,4.92,US,1673118848
569,kulhudhuffushi,6.6221,73.07,27.16,73,0,3.64,MV,1673118975
570,bang saphan,11.2126,99.5117,22.95,70,99,2.18,TH,1673118975
571,sokode,8.9833,1.1333,27.63,23,2,1.89,TG,1673118976
572,bubaque,11.2833,-15.8333,26.86,61,100,5.44,GW,1673118977
573,llanes,43.4198,-4.7549,13.27,91,100,2.64,ES,1673118977
574,talcahuano,-36.7167,-73.1167,20.82,60,40,3.09,CL,1673118915
575,tezu,27.9167,96.1667,14.95,40,0,1.76,IN,1673118978
576,ubon ratchathani,15.1667,105.1667,18.94,73,100,2.61,TH,1673118979
577,mareeba,-17.0,145.4333,20.82,97,100,0.73,AU,1673118980
578,monroe,43.1501,-77.6831,2.03,84,100,4.12,US,1673118778
579,methala,10.2166,76.2166,24.0,71,0,1.42,IN,1673118981
